observation_date,BAMLC0A0CMEY
2022-06-14,4.96
2022-06-15,4.86
2022-06-16,4.82
2022-06-17,4.79
2022-06-20,4.80
2022-06-21,4.84
2022-06-22,4.74
2022-06-23,4.69
2022-06-24,4.72
2022-06-27,4.78
2022-06-28,4.81
2022-06-29,4.73
2022-06-30,4.68
2022-07-01,4.63
2022-07-04,4.63
2022-07-05,4.58
2022-07-06,4.67
2022-07-07,4.71
2022-07-08,4.76
2022-07-11,4.68
2022-07-12,4.66
2022-07-13,4.66
2022-07-14,4.70
2022-07-15,4.66
2022-07-18,4.67
2022-07-19,4.71
2022-07-20,4.71
2022-07-21,4.58
2022-07-22,4.46
2022-07-25,4.51
2022-07-26,4.52
2022-07-27,4.45
2022-07-28,4.39
2022-07-29,4.34
2022-07-31,4.36
2022-08-01,4.33
2022-08-02,4.46
2022-08-03,4.46
2022-08-04,4.39
2022-08-05,4.55
2022-08-08,4.49
2022-08-09,4.54
2022-08-10,4.49
2022-08-11,4.52
2022-08-12,4.49
2022-08-15,4.43
2022-08-16,4.46
2022-08-17,4.53
2022-08-18,4.52
2022-08-19,4.61
2022-08-22,4.68
2022-08-23,4.69
2022-08-24,4.73
2022-08-25,4.66
2022-08-26,4.67
2022-08-29,4.75
2022-08-30,4.77
2022-08-31,4.82
2022-09-01,4.95
2022-09-02,4.87
2022-09-05,4.88
2022-09-06,5.01
2022-09-07,4.94
2022-09-08,4.96
2022-09-09,4.98
2022-09-12,4.99
2022-09-13,5.09
2022-09-14,5.08
2022-09-15,5.13
2022-09-16,5.15
2022-09-19,5.18
2022-09-20,5.24
2022-09-21,5.21
2022-09-22,5.38
2022-09-23,5.44
2022-09-26,5.62
2022-09-27,5.75
2022-09-28,5.57
2022-09-29,5.67
2022-09-30,5.72
2022-10-03,5.58
2022-10-04,5.51
2022-10-05,5.61
2022-10-06,5.65
2022-10-07,5.73
2022-10-10,5.74
2022-10-11,5.83
2022-10-12,5.84
2022-10-13,5.94
2022-10-14,5.98
2022-10-17,5.97
2022-10-18,5.93
2022-10-19,6.06
2022-10-20,6.14
2022-10-21,6.13
2022-10-24,6.12
2022-10-25,6.00
2022-10-26,5.94
2022-10-27,5.85
2022-10-28,5.91
2022-10-31,5.98
2022-11-01,5.96
2022-11-02,5.97
2022-11-03,6.06
2022-11-04,6.06
2022-11-07,6.09
2022-11-08,6.01
2022-11-09,5.98
2022-11-10,5.68
2022-11-11,5.68
2022-11-14,5.67
2022-11-15,5.55
2022-11-16,5.48
2022-11-17,5.55
2022-11-18,5.57
2022-11-21,5.57
2022-11-22,5.51
2022-11-23,5.44
2022-11-24,5.44
2022-11-25,5.43
2022-11-28,5.42
2022-11-29,5.48
2022-11-30,5.39
2022-12-01,5.23
2022-12-02,5.20
2022-12-05,5.31
2022-12-06,5.25
2022-12-07,5.15
2022-12-08,5.19
2022-12-09,5.27
2022-12-12,5.28
2022-12-13,5.16
2022-12-14,5.14
2022-12-15,5.14
2022-12-16,5.18
2022-12-19,5.27
2022-12-20,5.35
2022-12-21,5.32
2022-12-22,5.33
2022-12-23,5.38
2022-12-26,
2022-12-27,5.47
2022-12-28,5.50
2022-12-29,5.46
2022-12-30,5.48
2022-12-31,5.49
